3376,4,1230,1530
3377,4,1930,2300
3378,11,900,1200
3379,11,1230,1530
3406,10,1900,2100
3407,2,1830,2300
3409,2,1030,1330
3410,7,930,1130
3412,14,930,1130
3413,16,1030,1330
3414,21,930,1130
3415,23,1030,1330
3416,28,930,1130
3419,4,930,1230
3430,6,930,1300
3431,8,2000,2100
3432,11,1600,1700
3438,6,1830,2030
3444,14,1900,2200
3446,3,1000,1100
3448,1,2100,2230
3449,8,1100,1200
3450,8,1230,1400
3452,4,1530,1730
3454,2,1430,1730
3455,3,2100,2200
3411,9,1030,1330
3457,11,1800,1900
3458,25,900,2300
3462,1,1400,1500
3463,1,1500,1600
3464,3,1600,1700
3465,3,1900,2030
3466,4,1730,1830
3467,5,1400,1500
3468,5,1530,1630
3469,5,1700,1800
3471,6,1430,1600
3472,6,1600,1700
3473,6,1730,1830
3474,6,2030,2130
3475,7,1130,1330
3476,7,1600,1730
3477,8,900,1000
3478,8,1530,1730
3479,9,1900,2000
3480,10,1030,1230
3481,11,1930,2030
3482,11,2030,2130
3483,12,1000,1300
3484,13,1000,1100
3485,3,1300,1600
3486,1,1100,1200
3487,5,1030,1200
3488,5,1800,2300
3489,7,1330,1600
3490,7,1730,1900
3492,10,1500,1600
3493,13,1100,1230
3494,16,1430,1730
3495,18,930,1130
3496,19,1000,1330
3498,17,2200,2300
3499,8,1900,2000
3500,9,1400,1830
3501,12,1500,1630
3502,12,1630,1830
3503,12,1830,1930
3504,15,1400,1600
3505,15,1630,2300
3506,18,1930,2300
3507,20,900,1230
3508,20,1900,2000
3509,23,1900,2100
3511,10,1600,1800
3512,13,1300,1430
3513,14,1700,1900
3514,18,1600,1730
3517,13,1500,1600
3518,12,1300,1400
3519,13,1630,1730
3520,14,1130,1330
3521,15,1130,1330
3522,17,900,1000
3523,17,1100,1200
3524,17,1330,1530
3525,17,1800,1900
3526,17,2030,2200
3527,21,1400,1500
3528,22,1100,1200
3529,22,1500,1600
3530,22,1830,1930
3531,23,900,1030
3532,24,1030,1230
3534,13,1800,1900
3535,13,1930,2030
3408,16,1830,2130
3536,18,1430,1530
3537,19,1500,1630
3538,19,1630,1830
3539,19,1830,1930
3540,20,1300,1430
3516,20,1430,1630
3541,20,1630,1730
3542,21,1130,1330
3543,21,1530,1630
3544,26,930,1200
3545,26,1200,1330
3546,27,1000,1100
3547,18,1230,1330
3548,18,1730,1830
3549,21,1630,1830
3550,22,2000,2300
3497,23,1330,1600
3551,24,1300,1430
3554,27,1900,2200
3555,28,1800,2100
3556,28,1130,1330
3560,21,1900,2000
3561,22,930,1030
3562,23,2100,2300
3563,26,1400,1500
3564,26,1500,1600
3565,26,1630,1730
3566,26,1800,1930
3567,26,2000,2130
3568,27,1230,1430
3569,28,1330,1530
3571,29,900,1000
3580,23,1630,1730
3581,24,1430,1830
3582,27,1700,1900
3583,28,2100,2300
3584,30,900,1230
3579,30,1230,1500
3585,30,1530,1630
3586,30,1830,1930
3587,30,2000,2100
3552,24,2000,2100
3553,27,1430,1700
3599,30,1700,1800
3602,27,1100,1200
3603,27,900,1000
3570,28,1530,1700
3604,28,1700,1800
3572,29,1000,1130
3573,29,1200,2300
