8076,1,1630,1900
8077,2,1300,1600
8078,4,1230,1530
8079,4,1600,1700
8080,4,1900,2300
8081,5,1300,1600
8082,5,1600,1900
8083,6,1600,1700
8084,6,1700,1800
8086,12,1300,1600
8087,13,900,2300
8088,14,1300,1700
8089,16,1300,1600
8090,18,1230,1530
8091,18,1900,2300
8092,19,1300,1600
8094,22,900,2300
8095,23,900,2300
8093,21,900,2300
8096,26,1300,1600
8097,30,1300,1600
8102,6,900,1500
8103,6,1500,1600
8104,6,1800,2300
8105,7,1000,1200
8106,7,1300,1800
8107,8,1100,1500
8108,8,1700,2000
8109,8,2000,2100
8110,9,900,1000
8111,9,1000,1100
8112,9,1100,1400
8113,9,1400,1500
8114,9,1500,1600
8115,9,1630,1800
8116,9,1800,1930
8117,10,1500,1600
8118,10,1600,1930
8119,11,1000,1100
8120,11,1230,1600
8121,11,1600,1700
8122,12,900,1300
8123,12,1600,1700
8124,12,1800,2030
8125,14,1000,1100
8126,14,1100,1200
8127,14,1200,1300
8128,15,1330,1600
8129,16,1000,1100
8130,17,2030,2300
8132,19,1600,1700
8133,19,1700,2000
8134,20,900,1300
8135,20,1600,1700
8136,24,900,1500
8137,24,1600,1700
8138,26,1000,1100
8139,27,1600,1700
8140,27,1800,1900
8141,29,1300,1600
8142,10,900,1430
8143,11,1700,1800
8144,11,1800,2000
8145,16,1100,1230
8146,18,1700,1800
8147,20,1300,1600
8148,20,1700,2300
8131,19,1000,1100
8149,19,1100,1200
8150,19,2000,2200
8151,25,1000,1300
8152,25,1330,1430
8153,25,1500,1630
8154,25,2000,2100
8155,26,900,1000
8156,26,1100,1200
8157,26,2000,2100
8158,27,1330,1600
8159,27,1900,2000
8160,28,1200,1800
8161,28,1800,2300
8162,29,1000,1100
8163,29,1100,1200
8171,28,900,1200
