2225,4,900,1100
2273,4,1100,1400
2299,3,1000,1100
2300,3,1100,1200
2301,6,1300,1400
2311,2,930,1030
2312,2,1030,1330
2313,2,1500,1800
2314,7,1900,2200
2315,1,2000,2100
2316,2,1830,2130
2317,4,1530,1630
2318,4,1800,1900
2319,4,1900,2000
2320,5,1000,1200
2322,5,1600,1800
2323,6,1600,1730
2324,7,1600,1730
2325,11,1400,1500
2327,11,2000,2300
2328,12,1000,1300
2329,12,1400,1500
2330,12,1900,2300
2331,4,1400,1500
2321,5,1400,1530
2332,7,1200,1300
2333,7,1730,1900
2334,8,2100,2230
2335,8,1000,1100
2338,25,1600,2300
2342,3,1300,1600
2343,8,1330,1430
2344,10,1400,1530
2345,4,1630,1730
2346,11,1100,1200
2347,12,1500,1600
2348,3,1800,2300
2349,9,930,1030
2350,9,1030,1400
2351,5,1300,1400
2352,6,1000,1230
2353,8,1500,1730
2354,9,1500,1800
2355,9,1830,2030
2356,10,1530,1830
2358,14,1200,1300
2359,14,1400,1500
2360,8,900,1000
2361,8,1130,1230
2362,5,1830,2230
2363,4,2030,2130
2364,19,1000,1300
2365,7,900,1130
2366,6,1430,1530
2367,8,1730,2000
2368,10,1000,1100
2369,11,1230,1330
2370,11,1530,1630
2326,11,1800,1900
2371,13,900,1400
2372,19,1600,1700
2336,16,1830,2130
2373,23,1830,2100
2376,7,1300,1500
2377,9,2030,2200
2378,10,1130,1400
2379,12,1630,1830
2381,10,900,1000
2382,14,1530,1730
2383,15,1600,1700
2380,20,1300,1400
2385,20,1600,1700
2386,21,900,1130
2387,21,1900,2200
2388,10,1900,2000
2389,10,2030,2300
2390,14,1930,2100
2391,15,900,1000
2392,15,1100,1200
2393,15,2100,2230
2394,16,1100,1200
2395,16,1400,1630
2396,16,1630,1830
2397,18,1800,2000
2398,21,1200,1300
2399,22,1000,1100
2400,22,1330,1430
2402,23,1500,1800
2403,13,1430,1530
2404,13,1600,1830
2405,13,1830,2000
2406,14,1000,1200
2407,15,1400,1500
2408,15,1930,2030
2409,16,930,1030
2410,17,1000,1100
2411,17,1100,1230
2412,17,1530,1830
2414,18,1300,1400
2415,19,1400,1500
2416,21,1300,1530
2418,25,1400,1500
2420,27,1530,1830
2422,15,1800,1900
2424,16,1230,1400
2425,17,1300,1400
2426,18,1100,1200
2427,19,1730,1830
2428,21,1530,1630
2429,22,1130,1230
2430,22,1930,2030
2431,24,1600,1800
2432,24,1000,1200
2433,27,1000,1100
2437,29,1600,1700
2438,29,1730,1930
2439,17,1400,1530
2442,18,1430,1630
2443,20,1130,1300
2444,20,1730,1830
2445,20,1830,2130
2446,21,1700,1900
2447,22,2100,2230
2448,24,900,1000
2449,24,1230,1500
2450,25,1230,1330
2451,26,900,1300
2452,27,1100,1200
2454,19,1930,2230
2456,23,2100,2200
2457,25,1500,1600
2458,27,1830,2030
2459,28,1930,2030
2463,26,1700,1800
2467,25,1100,1200
2468,23,900,1100
2469,23,1100,1300
2472,22,1430,1630
2473,22,1630,1930
2474,23,1300,1430
2475,25,930,1100
2423,24,1830,2130
2476,24,2130,2230
2477,26,1800,2100
2478,28,1100,1330
2479,28,1630,1830
2480,29,900,1000
2481,29,1030,1300
2484,31,900,2300
2494,27,2030,2230
2495,28,930,1100
2496,28,1330,1430
2497,28,1500,1600
2498,29,1300,1400
2419,26,1300,1600
2503,27,1400,1500
2504,28,2100,2230
2505,29,1430,1530
2506,29,2000,2300
2507,30,900,2300
