695,1,2100,2200
696,2,1230,1600
697,2,1600,1700
698,3,900,2300
702,17,900,2300
703,18,900,2300
704,14,900,2300
722,1,1900,2000
723,2,1800,2200
724,5,900,2300
725,4,1100,1200
726,4,1300,1400
727,4,1600,1700
728,8,1900,2200
729,15,1600,1800
730,22,1400,1500
732,30,1800,2200
733,1,1400,1500
734,1,1700,1800
735,4,1430,1530
736,4,2100,2200
737,6,900,1300
738,6,1600,1700
739,6,1700,2030
740,7,1700,1800
741,10,1330,1530
742,11,1000,1300
743,12,1030,1130
744,12,2100,2200
745,15,900,1300
746,15,1900,2230
747,10,900,1200
749,31,900,1200
750,4,1730,1930
751,6,2100,2200
752,7,1900,2000
753,8,1700,1800
754,8,1800,1900
755,9,1100,1300
756,11,1530,1630
757,11,1700,1800
758,16,1100,1200
759,16,1330,1700
760,16,2000,2100
761,19,1600,1700
762,29,2100,2200
763,19,900,1530
764,19,1800,1900
765,20,900,1200
766,20,1430,1630
767,20,2000,2100
768,21,1700,1800
769,21,1900,2000
770,21,2100,2200
771,22,1900,2200
772,23,900,1400
773,23,1430,1800
774,24,1600,1700
775,24,1800,2230
776,25,1100,1200
777,25,1700,2230
778,26,1000,1330
779,26,1400,1700
782,21,1400,1500
783,20,1830,2000
784,23,1830,1930
785,25,900,1100
786,25,1500,1600
787,27,1000,1300
788,27,1600,1700
789,28,900,1600
790,30,1430,1630
791,26,1800,1900
792,26,2100,2200
