5886,3,1000,1100
5887,3,1130,1230
5888,3,1300,1400
5889,3,1430,1530
5890,3,1600,1700
5891,4,1000,1300
5892,4,1400,1600
5893,4,1600,1830
5894,5,900,1030
5895,5,1030,1400
5896,5,1400,1530
5897,5,1600,1700
5898,5,1900,2230
5899,6,930,1200
5900,6,1300,1500
5901,6,1530,1630
5902,6,1630,1800
5903,6,1800,1930
5904,7,1030,1330
5905,7,1400,1730
5906,8,1030,1430
5907,8,1500,1600
5908,8,1630,1730
5909,9,930,1230
5911,9,1700,2000
5912,10,1000,1200
5913,10,1400,1500
5914,10,1600,1700
5915,11,900,1900
5916,12,1030,1430
5917,15,1030,1430
5918,15,1430,1700
5919,13,1000,1200
5920,14,930,1030
5922,16,1600,1700
5924,17,1000,1300
5926,19,1030,1430
5928,21,900,1200
5929,22,1030,1430
5930,24,1300,1400
5931,8,2030,2130
5932,8,1730,1930
5933,9,1230,1400
5934,10,1230,1330
5935,13,1200,1430
5936,13,1500,1600
5937,14,1600,1700
5938,16,1430,1530
5939,19,1900,2200
5940,21,1400,1700
5941,21,1200,1400
5942,14,1030,1200
5943,14,1200,1330
5944,14,1700,1800
5945,14,1800,1900
5946,15,1800,1900
5921,16,930,1300
5947,16,1330,1430
5948,17,1400,1500
5949,17,1500,1700
5950,17,1730,1930
5951,18,1330,1430
5953,19,1430,1600
5954,22,1530,1630
5955,22,1630,1800
5956,23,930,1230
5958,24,1130,1230
5959,20,900,2300
5923,16,1700,1800
5960,16,1830,2230
5925,18,1100,1230
5961,18,930,1100
5952,18,1430,1830
5962,18,1830,2030
5963,18,2030,2130
5964,24,1430,1530
5965,24,1600,1700
5966,25,1000,1200
5967,25,1330,1530
5968,26,1000,1400
5969,26,1430,2300
5970,27,900,2300
5971,28,1000,1130
5973,29,1330,1630
5974,30,1330,1700
5957,23,1700,1930
5977,23,1300,1630
5978,25,1600,2300
5979,28,1500,1600
5972,29,1000,1300
5986,29,1630,2000
5987,30,1730,1830
6012,30,930,1300
6021,30,1900,2030
