12199,4,930,1200
12200,4,1230,2300
12201,5,900,2300
12202,6,900,1330
12203,6,1500,2300
12204,7,900,1030
12205,7,1230,1800
12206,7,1900,2300
12207,8,900,1030
12208,8,1330,2000
12209,9,1100,1800
12210,10,930,1800
12211,11,1000,1130
12212,12,900,1200
12213,12,1600,1730
12214,13,1000,1800
12215,16,900,1130
12216,16,1500,2130
12217,17,900,1430
12218,18,930,2030
12221,19,900,1400
12222,19,1800,2300
12223,20,1400,1930
12224,21,900,1700
12225,21,1830,2300
12226,22,1000,1130
12227,23,1100,1200
12228,23,1300,2100
12229,24,900,2000
12230,26,900,1030
12231,26,1300,2000
12232,25,1630,1800
12233,27,1500,2300
12234,28,900,1030
12235,28,1230,1400
12236,28,1700,1900
12237,30,900,2300
