5975,1,1000,1300
5976,2,1000,1300
5980,1,1500,1600
5981,2,1600,1700
5982,3,1000,1200
5983,3,1900,2230
5984,7,930,1130
5988,2,1300,1500
5990,3,1230,1400
5991,6,930,1330
5992,6,1430,1630
5993,7,1130,1300
5994,8,1000,1230
5995,8,1330,1430
5996,9,1000,1200
5997,9,1400,1630
5998,10,1030,1430
5999,11,900,1430
6001,13,1030,1430
6002,15,1130,1230
6003,15,1600,1800
6004,18,1500,1600
6005,18,1630,1730
6006,10,1430,1730
6007,12,1000,1130
6009,16,930,1030
6011,1,1330,1430
6013,1,1600,1700
6014,5,1430,1700
6008,7,1330,1600
6015,8,1500,1600
6016,9,1300,1400
6018,13,1500,1800
6020,14,1000,1300
6022,3,1430,1530
6023,3,1600,1700
6024,4,900,2300
6025,5,1100,1330
6026,5,1700,1800
6027,6,1800,1900
6028,7,1600,1700
6017,12,1130,1330
6029,14,1500,1600
6030,14,1600,1700
6031,14,1700,2100
6032,2,1700,1800
6033,2,1800,1900
5989,2,1900,2130
6034,7,1700,1800
6035,8,2000,2200
6036,10,1900,2200
6037,11,1600,1730
6038,12,1930,2200
6039,16,1030,1330
6040,16,1330,1700
6041,17,1030,1400
6042,19,900,1100
6044,20,1030,1400
6045,22,1300,1530
6046,8,1600,1700
6047,8,1800,2000
6048,24,1030,1400
6049,25,900,1430
6050,26,1100,1330
6052,9,900,1000
6053,9,1630,1730
6054,9,1800,2030
6055,10,1800,1900
6056,11,1730,1830
6057,11,1830,2030
6000,12,1430,1530
6058,12,1800,1930
6019,13,1800,2030
6059,16,1800,2030
6060,17,1800,2030
6061,18,1800,2030
6062,18,2030,2300
6043,19,1100,1400
6063,19,1430,1630
6064,19,1800,2030
6066,21,930,1200
6067,21,1600,1730
6068,22,1200,1300
6069,23,1000,1200
6070,14,1400,1500
6071,15,1000,1100
6072,17,1430,1730
6073,19,1630,1730
6074,20,1500,1600
6075,20,1600,1730
6076,21,1300,1400
6077,23,1300,1400
6078,23,1430,1530
6079,23,1530,1700
6080,24,1500,1600
6081,24,1600,1700
6083,24,1800,1900
6084,24,1900,2200
6085,25,1800,1930
6087,27,1800,1930
6088,27,1500,1800
6051,27,1030,1500
6089,29,1000,1300
6090,30,1000,1330
6091,30,1330,1530
6092,31,1030,1500
6010,18,900,1130
6093,18,1130,1430
6094,21,1430,1530
6095,21,1730,1830
6096,22,930,1130
6097,22,1530,1730
6098,25,1500,1600
6099,25,1630,1730
6086,26,1800,1900
6100,26,1900,2100
6101,28,1600,1700
6065,20,1800,1900
6102,20,1900,2100
6103,20,2100,2200
6104,23,1700,1800
6105,24,1700,1800
6106,26,900,1100
6107,26,1430,1730
6108,28,900,1130
6109,30,1530,1800
6110,30,1800,2000
6111,31,1500,1800
6112,31,1800,2000
6132,23,900,1000
6133,23,1200,1300
6082,23,1800,1900
6134,23,1900,2000
6135,23,2130,2230
6136,25,1930,2030
6137,28,1230,1330
6138,28,1400,1600
6139,29,1400,1500
6140,29,1500,1600
6141,31,900,1000
