8400,1,900,1700
8401,2,1000,1100
8402,2,1130,1400
8403,2,1400,1600
8404,2,1600,1700
8405,2,1700,1800
8406,3,1000,1100
8407,3,1100,2300
8408,4,900,2300
8409,5,900,1700
8410,5,2000,2100
8411,6,900,1230
8412,7,1000,1100
8413,7,1230,1530
8414,7,1600,1700
8415,7,1900,2300
8416,8,900,1000
8417,8,1000,1300
8418,8,1300,1600
8419,8,1600,1730
8420,8,1800,2000
8421,8,2100,2200
8422,9,1000,1230
8423,9,1600,1700
8424,12,1300,1600
8425,12,1600,1700
8426,13,1500,1600
8427,13,1600,1700
8428,15,1000,1100
8429,16,1600,1700
8430,17,1100,1200
8431,19,1300,1600
8432,21,1230,1530
8433,21,1900,2300
8434,22,1000,1100
8435,22,1300,1600
8436,22,1600,1700
8437,23,1600,1700
8438,25,900,1230
8439,25,1630,1900
8440,26,1300,1600
8443,5,1800,1900
8444,9,1230,1330
8445,9,1400,1500
8446,12,1000,1100
8447,16,1730,1900
8448,17,1400,1700
8449,18,1000,1100
8450,9,1700,1800
8451,10,1000,1230
8453,11,1000,1100
8454,11,1100,1330
8455,12,1700,1830
8456,12,2030,2230
8457,13,900,1230
8458,13,1700,1800
8459,16,930,1030
8460,16,1100,1330
8461,16,1400,1600
8462,17,1000,1100
8463,18,1830,1930
8464,20,2000,2100
8452,10,1400,1530
8465,10,1530,2000
8466,24,1300,1530
8469,19,900,1230
8470,19,1800,1900
8471,22,2100,2200
8480,23,900,1600
8481,23,1700,2130
8482,22,1800,2030
8483,24,1000,1200
8484,24,1700,1800
8485,24,1530,1630
8486,25,1300,1400
8487,26,900,1300
8488,27,2030,2230
8489,28,1900,2000
8506,28,900,1830
