4633,1,1100,1330
4634,6,900,1200
4635,3,900,1600
4658,1,1600,1700
4659,2,900,1130
4660,2,1130,1400
4661,2,1500,1600
4662,5,1130,1400
4663,6,1400,1500
4665,6,1800,2100
4666,9,900,1130
4667,9,1130,1400
4668,12,1000,1600
4671,14,1600,1900
4672,3,1630,2200
4673,4,900,1730
4674,4,1830,2100
4675,4,2130,2230
4676,6,1230,1330
4679,7,1400,1500
4680,7,1530,1630
4681,7,1930,2300
4682,8,900,1400
4683,9,1800,2130
4684,10,1100,1200
4685,12,1800,1900
4686,12,1900,2130
4687,15,1000,1300
4688,15,1300,1630
4691,19,2230,2300
4692,5,1500,1600
4693,5,1700,1800
4694,13,1500,1600
4695,16,900,1130
4697,18,1030,1330
4698,19,1130,1400
4699,6,1500,1600
4678,7,1100,1200
4700,7,1230,1330
4701,7,1700,1800
4702,8,1430,1800
4703,9,1400,1800
4704,11,2130,2230
4705,11,1030,1400
4707,14,1900,2300
4708,16,1500,1600
4710,21,1930,2300
4711,28,1930,2300
4714,10,1900,2100
4715,10,2100,2230
4716,11,1500,1700
4717,11,2000,2100
4718,13,1630,1730
4719,13,1730,1830
4720,15,1930,2030
4721,20,1400,1500
4722,20,1600,1700
4723,22,1400,1500
4724,23,1800,2130
4725,13,1000,1100
4726,13,1400,1500
4728,24,1100,1200
4729,11,1730,1830
4730,13,1900,2300
4731,14,1400,1500
4732,15,1700,1800
4733,18,1830,2130
4734,18,2130,2230
4735,14,1200,1300
4736,13,1130,1230
4737,15,1800,1900
4738,16,1700,1800
4739,23,900,1130
4740,23,1130,1400
4741,23,1400,1500
4742,23,1530,1630
4743,16,1900,2000
4744,17,900,1300
4745,17,2100,2230
4746,20,1230,1330
4747,26,1000,1100
4748,26,1130,1400
4749,27,1630,1930
4750,17,1600,1830
4751,21,1100,1200
4752,26,1700,1800
4753,27,1130,1400
4754,28,1000,1200
4755,28,1300,1400
4757,28,1700,1930
4758,29,900,2300
4759,30,900,2300
4760,31,1000,1300
4761,19,1400,1500
4762,19,1500,1800
4763,24,2100,2200
4764,25,2130,2230
4767,22,1100,1200
4768,22,2130,2230
4769,24,900,1100
4770,27,1000,1100
4771,27,1400,1500
4772,27,1500,1600
4773,27,2000,2100
4777,24,1200,1400
4778,24,1530,1630
4779,24,1630,1830
4780,25,1100,1400
4781,25,1500,1600
4782,26,1800,2100
4783,31,1330,1430
4784,31,1500,1600
4785,31,1630,2300
