8238,1,1700,1800
8239,2,1000,1100
8240,2,1100,1200
8241,3,1600,1700
8242,4,1300,1600
8243,5,1600,1700
8244,6,1230,1530
8245,6,1900,2300
8246,7,1300,1600
8247,7,1800,2000
8248,11,1300,1600
8249,14,1300,1600
8250,18,1300,1600
8251,21,1300,1630
8252,25,1300,1600
8263,1,1800,1900
8264,1,900,1700
8274,2,1400,1800
8275,2,2000,2130
8276,3,900,1200
8277,3,1200,1500
8278,3,1500,1600
8279,3,2030,2130
8280,3,2130,2300
8281,4,1000,1100
8282,5,1500,1600
8283,6,1100,1230
8284,8,1000,1100
8285,18,900,1300
8286,25,900,1030
8287,25,1030,1300
8288,27,900,1200
8292,3,1700,2030
8293,4,1100,1300
8294,5,900,1500
8295,5,1800,2300
8296,6,1630,1730
8297,7,1000,1100
8298,7,1600,1700
8299,8,1100,1400
8300,8,1400,1600
8301,8,1600,1730
8302,9,1000,1100
8303,10,900,1230
8304,10,1730,1830
8305,11,1600,1730
8306,13,1500,1600
8307,13,2130,2230
8308,14,1000,1100
8309,14,1100,1300
8310,14,1600,2000
8311,15,900,1000
8312,15,1000,1230
8313,15,1600,1730
8314,16,1000,1100
8315,16,1700,1800
8316,17,1300,1600
8317,20,1130,1600
8318,20,1900,2300
8319,21,1000,1100
8320,22,1600,1700
8321,23,900,1200
8322,24,1200,1800
8323,26,1530,1630
8324,27,2100,2200
8325,28,1000,1100
8326,28,1600,1700
8327,8,1730,1830
8328,7,1100,1300
8329,30,1200,2300
8330,12,1700,1800
8331,13,930,1030
8333,17,2030,2230
8334,26,1630,1730
8335,28,1100,1200
8336,29,1900,2000
8337,13,1400,1500
8338,13,1630,1730
8339,13,1800,1930
8340,14,2000,2200
8341,17,1600,1730
8342,17,1730,1830
8343,18,1600,1700
8344,22,1000,1100
8345,22,1130,1230
8346,22,1330,1600
8347,23,1300,1630
8348,26,900,1300
8349,27,1200,1330
8350,27,1430,1530
8351,27,1800,2000
8352,28,900,1000
8353,22,1230,1330
8354,23,1200,1300
8355,23,1700,2300
8356,25,1600,1700
